Mission,Unit,Unit Count,Date,Mission Value,SORTS Value,Degree of Separation
Core,Unit 73,75,2023-05-15,1,0,1
Core,Unit 73,75,2023-06-15,1,0,1
Core,Unit 73,75,2023-07-15,0,2,2
Core,Unit 73,75,2023-08-15,2,0,2
Core,Unit 73,75,2023-09-15,2,0,2
Core,Unit 73,75,2023-10-15,0,1,1
Core,Unit 73,75,2023-11-15,0,0,0
Core,Unit 73,75,2023-12-15,0,1,1
Core,Unit 73,75,2024-01-15,0,0,0
Core,Unit 73,75,2024-02-15,0,0,0
Core,Unit 74,75,2022-03-15,1,0,1
Core,Unit 74,75,2022-04-15,2,0,2
Core,Unit 74,75,2022-05-15,1,0,1
Core,Unit 74,75,2022-06-15,0,2,2
Core,Unit 74,75,2022-07-15,2,0,2
Core,Unit 74,75,2022-08-15,1,0,1
Core,Unit 74,75,2022-09-15,2,0,2
Core,Unit 74,75,2022-10-15,0,0,0
Core,Unit 74,75,2022-11-15,2,0,2
Core,Unit 74,75,2022-12-15,2,1,1
Core,Unit 74,75,2023-01-15,0,2,2
Core,Unit 74,75,2023-02-15,0,2,2
Core,Unit 74,75,2023-03-15,2,0,2
Core,Unit 74,75,2023-04-15,2,0,2
Core,Unit 74,75,2023-05-15,2,0,2
Core,Unit 74,75,2023-06-15,1,0,1
Core,Unit 74,75,2023-07-15,1,0,1
Core,Unit 74,75,2023-08-15,1,0,1
Core,Unit 74,75,2023-09-15,0,2,2
Core,Unit 74,75,2023-10-15,2,1,1
Core,Unit 74,75,2023-11-15,1,0,1
Core,Unit 74,75,2023-12-15,0,1,1
Core,Unit 74,75,2024-01-15,1,1,0
Core,Unit 74,75,2024-02-15,0,0,0
Core,Unit 75,75,2022-03-15,2,0,2
Core,Unit 75,75,2022-04-15,0,1,1
Core,Unit 75,75,2022-05-15,1,0,1
Core,Unit 75,75,2022-06-15,2,1,1
Core,Unit 75,75,2022-07-15,2,1,1
Core,Unit 75,75,2022-08-15,0,2,2
Core,Unit 75,75,2022-09-15,0,2,2
Core,Unit 75,75,2022-10-15,1,0,1
Core,Unit 75,75,2022-11-15,1,0,1
Core,Unit 75,75,2022-12-15,2,1,1
Core,Unit 75,75,2023-01-15,1,0,1
Core,Unit 75,75,2023-02-15,2,1,1
Core,Unit 75,75,2023-03-15,2,1,1
Core,Unit 75,75,2023-04-15,1,0,1
Core,Unit 75,75,2023-05-15,1,0,1
Core,Unit 75,75,2023-06-15,0,1,1
Core,Unit 75,75,2023-07-15,2,1,1
Core,Unit 75,75,2023-08-15,0,2,2
Core,Unit 75,75,2023-09-15,2,1,1
Core,Unit 75,75,2023-10-15,0,2,2
Core,Unit 75,75,2023-11-15,0,2,2
Core,Unit 75,75,2023-12-15,1,1,0
Core,Unit 75,75,2024-01-15,2,2,0
Core,Unit 75,75,2024-02-15,1,1,0
Mission 1,Unit 01,29,2022-03-15,1,0,1
Mission 1,Unit 01,29,2022-04-15,2,0,2
Mission 1,Unit 01,29,2022-05-15,0,2,2
Mission 1,Unit 01,29,2022-06-15,0,2,2
Mission 1,Unit 01,29,2022-07-15,0,1,1
Mission 1,Unit 01,29,2022-08-15,0,1,1
Mission 1,Unit 01,29,2022-09-15,1,0,1
Mission 1,Unit 01,29,2022-10-15,2,1,1
Mission 1,Unit 01,29,2022-11-15,1,0,1
Mission 1,Unit 01,29,2022-12-15,2,0,2
Mission 1,Unit 01,29,2023-01-15,0,2,2
Mission 1,Unit 01,29,2023-02-15,1,0,1
Mission 1,Unit 01,29,2023-03-15,0,2,2
Mission 1,Unit 01,29,2023-04-15,0,1,1
Mission 1,Unit 01,29,2023-05-15,2,0,2
Mission 1,Unit 01,29,2023-06-15,0,2,2
Mission 1,Unit 01,29,2023-07-15,0,1,1
Mission 1,Unit 01,29,2023-08-15,1,0,1
Mission 1,Unit 01,29,2023-09-15,1,1,0
Mission 1,Unit 01,29,2023-10-15,0,1,1
Mission 1,Unit 01,29,2023-11-15,0,2,2
Mission 1,Unit 01,29,2023-12-15,0,1,1
Mission 1,Unit 01,29,2024-01-15,0,0,0
Mission 1,Unit 01,29,2024-02-15,0,0,0
Mission 1,Unit 02,29,2022-03-15,0,2,2
Mission 1,Unit 02,29,2022-04-15,0,2,2
Mission 1,Unit 02,29,2022-05-15,2,1,1
Mission 1,Unit 02,29,2022-06-15,2,1,1
Mission 1,Unit 02,29,2022-07-15,0,1,1
Mission 1,Unit 02,29,2022-08-15,0,0,0
Mission 1,Unit 02,29,2022-09-15,1,0,1
Mission 1,Unit 02,29,2022-10-15,0,2,2
Mission 1,Unit 02,29,2022-11-15,0,0,0
Mission 1,Unit 02,29,2022-12-15,0,2,2
Mission 1,Unit 02,29,2023-01-15,0,2,2
Mission 1,Unit 02,29,2023-02-15,2,1,1
Mission 1,Unit 02,29,2023-03-15,2,0,2
Mission 1,Unit 02,29,2023-04-15,0,2,2
Mission 1,Unit 02,29,2023-05-15,2,0,2
Mission 1,Unit 02,29,2023-06-15,1,0,1
Mission 1,Unit 02,29,2023-07-15,2,1,1
Mission 1,Unit 02,29,2023-08-15,1,1,0
Mission 1,Unit 02,29,2023-09-15,2,0,2
Mission 1,Unit 02,29,2023-10-15,2,1,1
Mission 1,Unit 02,29,2023-11-15,0,1,1
Mission 1,Unit 02,29,2023-12-15,0,1,1
Mission 1,Unit 02,29,2024-01-15,2,2,0
Mission 1,Unit 02,29,2024-02-15,1,1,0
Mission 1,Unit 03,29,2022-03-15,1,0,1
Mission 1,Unit 03,29,2022-04-15,0,2,2
Mission 1,Unit 03,29,2022-05-15,2,0,2
Mission 1,Unit 03,29,2022-06-15,2,0,2
Mission 1,Unit 03,29,2022-07-15,0,1,1
Mission 1,Unit 03,29,2022-08-15,1,0,1
Mission 1,Unit 03,29,2022-09-15,1,0,1
Mission 1,Unit 03,29,2022-10-15,1,0,1
Mission 1,Unit 03,29,2022-11-15,2,1,1
Mission 1,Unit 03,29,2022-12-15,1,0,1
Mission 1,Unit 03,29,2023-01-15,1,0,1
Mission 1,Unit 03,29,2023-02-15,0,2,2
Mission 1,Unit 03,29,2023-03-15,1,0,1
Mission 1,Unit 03,29,2023-04-15,1,0,1
Mission 1,Unit 03,29,2023-05-15,2,0,2
Mission 1,Unit 03,29,2023-06-15,2,2,0
Mission 1,Unit 03,29,2023-07-15,2,1,1
Mission 1,Unit 03,29,2023-08-15,1,0,1
Mission 1,Unit 03,29,2023-09-15,2,1,1
Mission 1,Unit 03,29,2023-10-15,0,1,1
Mission 1,Unit 03,29,2023-11-15,2,2,0
Mission 1,Unit 03,29,2023-12-15,2,2,0
Mission 1,Unit 03,29,2024-01-15,1,0,1
Mission 1,Unit 03,29,2024-02-15,1,1,0
Mission 1,Unit 04,29,2022-03-15,1,0,1
Mission 1,Unit 04,29,2022-04-15,0,1,1
Mission 1,Unit 04,29,2022-05-15,0,1,1
Mission 1,Unit 04,29,2022-06-15,1,0,1
Mission 1,Unit 04,29,2022-07-15,1,1,0
Mission 1,Unit 04,29,2022-08-15,1,0,1
Mission 1,Unit 04,29,2022-09-15,0,2,2
Mission 1,Unit 04,29,2022-10-15,0,1,1
Mission 1,Unit 04,29,2022-11-15,1,0,1
Mission 1,Unit 04,29,2022-12-15,2,1,1
Mission 1,Unit 04,29,2023-01-15,1,0,1
Mission 1,Unit 04,29,2023-02-15,2,0,2
Mission 1,Unit 04,29,2023-03-15,2,1,1
Mission 1,Unit 04,29,2023-04-15,0,2,2
Mission 1,Unit 04,29,2023-05-15,2,0,2
Mission 1,Unit 04,29,2023-06-15,0,1,1
Mission 1,Unit 04,29,2023-07-15,2,1,1
Mission 1,Unit 04,29,2023-08-15,2,1,1
Mission 1,Unit 04,29,2023-09-15,2,0,2
Mission 1,Unit 04,29,2023-10-15,2,1,1
Mission 1,Unit 04,29,2023-11-15,2,2,0
Mission 1,Unit 04,29,2023-12-15,2,0,2
Mission 1,Unit 04,29,2024-01-15,0,1,1
Mission 1,Unit 04,29,2024-02-15,0,0,0
Mission 1,Unit 05,29,2022-03-15,0,2,2
Mission 1,Unit 05,29,2022-04-15,1,0,1
Mission 1,Unit 05,29,2022-05-15,1,0,1
Mission 1,Unit 05,29,2022-06-15,2,1,1
Mission 1,Unit 05,29,2022-07-15,1,0,1
Mission 1,Unit 05,29,2022-08-15,2,0,2
Mission 1,Unit 05,29,2022-09-15,0,2,2
Mission 1,Unit 05,29,2022-10-15,0,2,2
Mission 1,Unit 05,29,2022-11-15,1,0,1
Mission 1,Unit 05,29,2022-12-15,0,1,1
Mission 1,Unit 05,29,2023-01-15,1,0,1
Mission 1,Unit 05,29,2023-02-15,0,1,1
Mission 1,Unit 05,29,2023-03-15,1,0,1
Mission 1,Unit 05,29,2023-04-15,2,0,2
Mission 1,Unit 05,29,2023-05-15,0,2,2
Mission 1,Unit 05,29,2023-06-15,2,0,2
Mission 1,Unit 05,29,2023-07-15,0,2,2
Mission 1,Unit 05,29,2023-08-15,0,0,0
Mission 1,Unit 05,29,2023-09-15,1,0,1
Mission 1,Unit 05,29,2023-10-15,1,0,1
Mission 1,Unit 05,29,2023-11-15,1,0,1
Mission 1,Unit 05,29,2023-12-15,1,0,1
Mission 1,Unit 05,29,2024-01-15,1,0,1
Mission 1,Unit 05,29,2024-02-15,2,2,0
Mission 1,Unit 06,29,2022-03-15,1,0,1
Mission 1,Unit 06,29,2022-04-15,1,0,1
Mission 1,Unit 06,29,2022-05-15,1,0,1
Mission 1,Unit 06,29,2022-06-15,1,0,1
Mission 1,Unit 06,29,2022-07-15,2,1,1
Mission 1,Unit 06,29,2022-08-15,2,0,2
Mission 1,Unit 06,29,2022-09-15,1,0,1
Mission 1,Unit 06,29,2022-10-15,1,0,1
Mission 1,Unit 06,29,2022-11-15,1,0,1
Mission 1,Unit 06,29,2022-12-15,1,0,1
Mission 1,Unit 06,29,2023-01-15,0,1,1
Mission 1,Unit 06,29,2023-02-15,0,2,2
Mission 1,Unit 06,29,2023-03-15,2,1,1
Mission 1,Unit 06,29,2023-04-15,0,2,2
Mission 1,Unit 06,29,2023-05-15,1,1,0
Mission 1,Unit 06,29,2023-06-15,1,0,1
Mission 1,Unit 06,29,2023-07-15,2,0,2
Mission 1,Unit 06,29,2023-08-15,0,2,2
Mission 1,Unit 06,29,2023-09-15,0,1,1
Mission 1,Unit 06,29,2023-10-15,0,2,2
Mission 1,Unit 06,29,2023-11-15,1,0,1
Mission 1,Unit 06,29,2023-12-15,0,2,2
Mission 1,Unit 06,29,2024-01-15,2,0,2
Mission 1,Unit 06,29,2024-02-15,1,1,0
Mission 1,Unit 07,29,2022-03-15,2,0,2
Mission 1,Unit 07,29,2022-04-15,2,0,2
Mission 1,Unit 07,29,2022-05-15,2,0,2
Mission 1,Unit 07,29,2022-06-15,0,2,2
Mission 1,Unit 07,29,2022-07-15,1,0,1
Mission 1,Unit 07,29,2022-08-15,2,1,1
Mission 1,Unit 07,29,2022-09-15,0,2,2
Mission 1,Unit 07,29,2022-10-15,1,0,1
Mission 1,Unit 07,29,2022-11-15,0,2,2
Mission 1,Unit 07,29,2022-12-15,2,2,0
Mission 1,Unit 07,29,2023-01-15,0,2,2
Mission 1,Unit 07,29,2023-02-15,0,2,2
Mission 1,Unit 07,29,2023-03-15,2,1,1
Mission 1,Unit 07,29,2023-04-15,2,0,2
Mission 1,Unit 07,29,2023-05-15,2,0,2
Mission 1,Unit 07,29,2023-06-15,2,1,1
Mission 1,Unit 07,29,2023-07-15,1,0,1
Mission 1,Unit 07,29,2023-08-15,2,0,2
Mission 1,Unit 07,29,2023-09-15,0,1,1
Mission 1,Unit 07,29,2023-10-15,0,1,1
Mission 1,Unit 07,29,2023-11-15,2,1,1
Mission 1,Unit 07,29,2023-12-15,2,1,1
Mission 1,Unit 07,29,2024-01-15,2,1,1
Mission 1,Unit 07,29,2024-02-15,0,0,0
Mission 1,Unit 08,29,2022-03-15,2,1,1
Mission 1,Unit 08,29,2022-04-15,1,0,1
Mission 1,Unit 08,29,2022-05-15,2,1,1
Mission 1,Unit 08,29,2022-06-15,1,0,1
Mission 1,Unit 08,29,2022-07-15,1,0,1
Mission 1,Unit 08,29,2022-08-15,2,0,2
Mission 1,Unit 08,29,2022-09-15,2,1,1
Mission 1,Unit 08,29,2022-10-15,2,0,2
Mission 1,Unit 08,29,2022-11-15,0,1,1
Mission 1,Unit 08,29,2022-12-15,0,1,1
Mission 1,Unit 08,29,2023-01-15,1,0,1
Mission 1,Unit 08,29,2023-02-15,0,2,2
Mission 1,Unit 08,29,2023-03-15,0,2,2
Mission 1,Unit 08,29,2023-04-15,0,2,2
Mission 1,Unit 08,29,2023-05-15,1,0,1
Mission 1,Unit 08,29,2023-06-15,0,2,2
Mission 1,Unit 08,29,2023-07-15,1,0,1
Mission 1,Unit 08,29,2023-08-15,0,2,2
Mission 1,Unit 08,29,2023-09-15,1,0,1
Mission 1,Unit 08,29,2023-10-15,2,1,1
Mission 1,Unit 08,29,2023-11-15,2,0,2
Mission 1,Unit 08,29,2023-12-15,2,2,0
Mission 1,Unit 08,29,2024-01-15,1,1,0
Mission 1,Unit 08,29,2024-02-15,0,0,0
Mission 1,Unit 09,29,2022-03-15,1,0,1
Mission 1,Unit 09,29,2022-04-15,1,0,1
Mission 1,Unit 09,29,2022-05-15,0,2,2
Mission 1,Unit 09,29,2022-06-15,2,1,1
Mission 1,Unit 09,29,2022-07-15,0,2,2
Mission 1,Unit 09,29,2022-08-15,1,0,1
Mission 1,Unit 09,29,2022-09-15,0,1,1
Mission 1,Unit 09,29,2022-10-15,0,1,1
Mission 1,Unit 09,29,2022-11-15,0,2,2
Mission 1,Unit 09,29,2022-12-15,2,1,1
Mission 1,Unit 09,29,2023-01-15,0,1,1
Mission 1,Unit 09,29,2023-02-15,0,1,1
Mission 1,Unit 09,29,2023-03-15,2,1,1
Mission 1,Unit 09,29,2023-04-15,1,0,1
Mission 1,Unit 09,29,2023-05-15,0,2,2
Mission 1,Unit 09,29,2023-06-15,0,1,1
Mission 1,Unit 09,29,2023-07-15,0,2,2
Mission 1,Unit 09,29,2023-08-15,1,0,1
Mission 1,Unit 09,29,2023-09-15,0,0,0
Mission 1,Unit 09,29,2023-10-15,0,0,0
Mission 1,Unit 09,29,2023-11-15,1,1,0
Mission 1,Unit 09,29,2023-12-15,2,1,1
Mission 1,Unit 09,29,2024-01-15,1,1,0
Mission 1,Unit 09,29,2024-02-15,1,1,0
Mission 1,Unit 10,29,2022-03-15,2,0,2
Mission 1,Unit 10,29,2022-04-15,0,2,2
Mission 1,Unit 10,29,2022-05-15,1,0,1
Mission 1,Unit 10,29,2022-06-15,0,0,0
Mission 1,Unit 10,29,2022-07-15,1,0,1
Mission 1,Unit 10,29,2022-08-15,2,1,1
Mission 1,Unit 10,29,2022-09-15,0,1,1
Mission 1,Unit 10,29,2022-10-15,2,0,2
Mission 1,Unit 10,29,2022-11-15,2,0,2
Mission 1,Unit 10,29,2022-12-15,2,0,2
Mission 1,Unit 10,29,2023-01-15,2,0,2
Mission 1,Unit 10,29,2023-02-15,1,0,1
Mission 1,Unit 10,29,2023-03-15,1,0,1
Mission 1,Unit 10,29,2023-04-15,0,1,1
Mission 1,Unit 10,29,2023-05-15,0,2,2
Mission 1,Unit 10,29,2023-06-15,2,0,2
Mission 1,Unit 10,29,2023-07-15,2,0,2
Mission 1,Unit 10,29,2023-08-15,0,1,1
Mission 1,Unit 10,29,2023-09-15,1,0,1
Mission 1,Unit 10,29,2023-10-15,1,1,0
Mission 1,Unit 10,29,2023-11-15,1,1,0
Mission 1,Unit 10,29,2023-12-15,0,2,2
Mission 1,Unit 10,29,2024-01-15,2,0,2
Mission 1,Unit 10,29,2024-02-15,0,0,0
Mission 1,Unit 11,29,2022-03-15,0,2,2
Mission 1,Unit 11,29,2022-04-15,2,0,2
Mission 1,Unit 11,29,2022-05-15,0,1,1
Mission 1,Unit 11,29,2022-06-15,1,0,1
Mission 1,Unit 11,29,2022-07-15,2,0,2
Mission 1,Unit 11,29,2022-08-15,1,0,1
Mission 1,Unit 11,29,2022-09-15,2,0,2
Mission 1,Unit 11,29,2022-10-15,0,2,2
Mission 1,Unit 11,29,2022-11-15,1,0,1
Mission 1,Unit 11,29,2022-12-15,0,2,2
Mission 1,Unit 11,29,2023-01-15,2,1,1
Mission 1,Unit 11,29,2023-02-15,1,0,1
Mission 1,Unit 11,29,2023-03-15,1,0,1
Mission 1,Unit 11,29,2023-04-15,0,2,2
Mission 1,Unit 11,29,2023-05-15,2,0,2
Mission 1,Unit 11,29,2023-06-15,1,0,1
Mission 1,Unit 11,29,2023-07-15,0,2,2
Mission 1,Unit 11,29,2023-08-15,2,1,1
Mission 1,Unit 11,29,2023-09-15,2,2,0
Mission 1,Unit 11,29,2023-10-15,0,0,0
Mission 1,Unit 11,29,2023-11-15,2,0,2
Mission 1,Unit 11,29,2023-12-15,0,1,1
Mission 1,Unit 11,29,2024-01-15,0,0,0
Mission 1,Unit 11,29,2024-02-15,2,2,0
Mission 1,Unit 12,29,2022-03-15,0,2,2
Mission 1,Unit 12,29,2022-04-15,2,1,1
Mission 1,Unit 12,29,2022-05-15,2,2,0
Mission 1,Unit 12,29,2022-06-15,1,0,1
Mission 1,Unit 12,29,2022-07-15,2,0,2
Mission 1,Unit 12,29,2022-08-15,2,0,2
Mission 1,Unit 12,29,2022-09-15,2,0,2
Mission 1,Unit 12,29,2022-10-15,1,0,1
Mission 1,Unit 12,29,2022-11-15,2,1,1
Mission 1,Unit 12,29,2022-12-15,2,1,1
Mission 1,Unit 12,29,2023-01-15,0,2,2
Mission 1,Unit 12,29,2023-02-15,1,0,1
Mission 1,Unit 12,29,2023-03-15,2,1,1
Mission 1,Unit 12,29,2023-04-15,1,0,1
Mission 1,Unit 12,29,2023-05-15,1,0,1
Mission 1,Unit 12,29,2023-06-15,1,0,1
Mission 1,Unit 12,29,2023-07-15,1,0,1
Mission 1,Unit 12,29,2023-08-15,0,2,2
Mission 1,Unit 12,29,2023-09-15,2,0,2
Mission 1,Unit 12,29,2023-10-15,2,0,2
Mission 1,Unit 12,29,2023-11-15,1,0,1
Mission 1,Unit 12,29,2023-12-15,0,1,1
Mission 1,Unit 12,29,2024-01-15,2,1,1
Mission 1,Unit 12,29,2024-02-15,1,1,0
Mission 1,Unit 13,29,2022-03-15,0,1,1
Mission 1,Unit 13,29,2022-04-15,2,1,1
Mission 1,Unit 13,29,2022-05-15,1,0,1
Mission 1,Unit 13,29,2022-06-15,0,2,2
Mission 1,Unit 13,29,2022-07-15,1,0,1
Mission 1,Unit 13,29,2022-08-15,2,0,2
Mission 1,Unit 13,29,2022-09-15,0,1,1
Mission 1,Unit 13,29,2022-10-15,2,0,2
Mission 1,Unit 13,29,2022-11-15,2,1,1
Mission 1,Unit 13,29,2022-12-15,2,0,2
Mission 1,Unit 13,29,2023-01-15,1,0,1
Mission 1,Unit 13,29,2023-02-15,0,1,1
Mission 1,Unit 13,29,2023-03-15,1,0,1
Mission 1,Unit 13,29,2023-04-15,2,1,1
Mission 1,Unit 13,29,2023-05-15,2,1,1
Mission 1,Unit 13,29,2023-06-15,2,1,1
Mission 1,Unit 13,29,2023-07-15,1,0,1
Mission 1,Unit 13,29,2023-08-15,0,1,1
Mission 1,Unit 13,29,2023-09-15,2,0,2
Mission 1,Unit 13,29,2023-10-15,2,1,1
Mission 1,Unit 13,29,2023-11-15,0,1,1
Mission 1,Unit 13,29,2023-12-15,1,1,0
Mission 1,Unit 13,29,2024-01-15,0,0,0
Mission 1,Unit 13,29,2024-02-15,1,1,0
Mission 1,Unit 14,29,2022-03-15,0,1,1
Mission 1,Unit 14,29,2022-04-15,1,0,1
Mission 1,Unit 14,29,2022-05-15,0,2,2
Mission 1,Unit 14,29,2022-06-15,0,2,2
Mission 1,Unit 14,29,2022-07-15,0,2,2
Mission 1,Unit 14,29,2022-08-15,2,0,2
Mission 1,Unit 14,29,2022-09-15,1,0,1
Mission 1,Unit 14,29,2022-10-15,0,2,2
Mission 1,Unit 14,29,2022-11-15,1,0,1
Mission 1,Unit 14,29,2022-12-15,0,2,2
Mission 1,Unit 14,29,2023-01-15,2,0,2
Mission 1,Unit 14,29,2023-02-15,0,2,2
Mission 1,Unit 14,29,2023-03-15,2,0,2
Mission 1,Unit 14,29,2023-04-15,2,0,2
Mission 1,Unit 14,29,2023-05-15,1,0,1
Mission 1,Unit 14,29,2023-06-15,0,2,2
Mission 1,Unit 14,29,2023-07-15,2,0,2
Mission 1,Unit 14,29,2023-08-15,1,1,0
Mission 1,Unit 14,29,2023-09-15,1,0,1
Mission 1,Unit 14,29,2023-10-15,0,0,0
Mission 1,Unit 14,29,2023-11-15,1,0,1
Mission 1,Unit 14,29,2023-12-15,0,0,0
Mission 1,Unit 14,29,2024-01-15,2,2,0
Mission 1,Unit 14,29,2024-02-15,0,0,0
Mission 1,Unit 15,29,2022-03-15,0,2,2
Mission 1,Unit 15,29,2022-04-15,1,0,1
Mission 1,Unit 15,29,2022-05-15,1,0,1
Mission 1,Unit 15,29,2022-06-15,1,0,1
Mission 1,Unit 15,29,2022-07-15,2,0,2
Mission 1,Unit 15,29,2022-08-15,0,2,2
Mission 1,Unit 15,29,2022-09-15,2,1,1
Mission 1,Unit 15,29,2022-10-15,0,1,1
Mission 1,Unit 15,29,2022-11-15,2,0,2
Mission 1,Unit 15,29,2022-12-15,0,2,2
Mission 1,Unit 15,29,2023-01-15,2,0,2
Mission 1,Unit 15,29,2023-02-15,0,1,1
Mission 1,Unit 15,29,2023-03-15,2,1,1
Mission 1,Unit 15,29,2023-04-15,1,0,1
Mission 1,Unit 15,29,2023-05-15,2,1,1
Mission 1,Unit 15,29,2023-06-15,0,2,2
Mission 1,Unit 15,29,2023-07-15,2,1,1
Mission 1,Unit 15,29,2023-08-15,2,0,2
Mission 1,Unit 15,29,2023-09-15,1,1,0
Mission 1,Unit 15,29,2023-10-15,1,0,1
Mission 1,Unit 15,29,2023-11-15,2,0,2
Mission 1,Unit 15,29,2023-12-15,2,2,0
Mission 1,Unit 15,29,2024-01-15,0,2,2
Mission 1,Unit 15,29,2024-02-15,2,2,0
Mission 1,Unit 16,29,2022-03-15,2,1,1
Mission 1,Unit 16,29,2022-04-15,2,0,2
Mission 1,Unit 16,29,2022-05-15,2,0,2
Mission 1,Unit 16,29,2022-06-15,2,0,2
Mission 1,Unit 16,29,2022-07-15,2,1,1
Mission 1,Unit 16,29,2022-08-15,2,1,1
Mission 1,Unit 16,29,2022-09-15,2,0,2
Mission 1,Unit 16,29,2022-10-15,2,1,1
Mission 1,Unit 16,29,2022-11-15,2,0,2
Mission 1,Unit 16,29,2022-12-15,2,0,2
Mission 1,Unit 16,29,2023-01-15,2,0,2
Mission 1,Unit 16,29,2023-02-15,2,0,2
Mission 1,Unit 16,29,2023-03-15,0,2,2
Mission 1,Unit 16,29,2023-04-15,1,0,1
Mission 1,Unit 16,29,2023-05-15,1,0,1
Mission 1,Unit 16,29,2023-06-15,1,0,1
Mission 1,Unit 16,29,2023-07-15,0,1,1
Mission 1,Unit 16,29,2023-08-15,2,1,1
Mission 1,Unit 16,29,2023-09-15,0,2,2
Mission 1,Unit 16,29,2023-10-15,1,0,1
Mission 1,Unit 16,29,2023-11-15,2,1,1
Mission 1,Unit 16,29,2023-12-15,2,1,1
Mission 1,Unit 16,29,2024-01-15,0,0,0
Mission 1,Unit 16,29,2024-02-15,0,0,0
Mission 1,Unit 17,29,2022-03-15,0,1,1
Mission 1,Unit 17,29,2022-04-15,1,0,1
Mission 1,Unit 17,29,2022-05-15,0,2,2
Mission 1,Unit 17,29,2022-06-15,1,0,1
Mission 1,Unit 17,29,2022-07-15,2,2,0
Mission 1,Unit 17,29,2022-08-15,1,0,1
Mission 1,Unit 17,29,2022-09-15,0,2,2
Mission 1,Unit 17,29,2022-10-15,2,0,2
Mission 1,Unit 17,29,2022-11-15,0,2,2
Mission 1,Unit 17,29,2022-12-15,0,2,2
Mission 1,Unit 17,29,2023-01-15,0,1,1
Mission 1,Unit 17,29,2023-02-15,0,2,2
Mission 1,Unit 17,29,2023-03-15,0,0,0
Mission 1,Unit 17,29,2023-04-15,0,1,1
Mission 1,Unit 17,29,2023-05-15,0,2,2
Mission 1,Unit 17,29,2023-06-15,2,1,1
Mission 1,Unit 17,29,2023-07-15,1,1,0
Mission 1,Unit 17,29,2023-08-15,2,1,1
Mission 1,Unit 17,29,2023-09-15,2,1,1
Mission 1,Unit 17,29,2023-10-15,2,2,0
Mission 1,Unit 17,29,2023-11-15,0,1,1
Mission 1,Unit 17,29,2023-12-15,0,1,1
Mission 1,Unit 17,29,2024-01-15,2,2,0
Mission 1,Unit 17,29,2024-02-15,2,2,0
Mission 1,Unit 18,29,2022-03-15,1,0,1
Mission 1,Unit 18,29,2022-04-15,0,2,2
Mission 1,Unit 18,29,2022-05-15,0,1,1
Mission 1,Unit 18,29,2022-06-15,1,0,1
Mission 1,Unit 18,29,2022-07-15,2,1,1
Mission 1,Unit 18,29,2022-08-15,2,1,1
Mission 1,Unit 18,29,2022-09-15,0,1,1
Mission 1,Unit 18,29,2022-10-15,1,0,1
Mission 1,Unit 18,29,2022-11-15,2,1,1
Mission 1,Unit 18,29,2022-12-15,1,0,1
Mission 1,Unit 18,29,2023-01-15,0,1,1
Mission 1,Unit 18,29,2023-02-15,1,0,1
Mission 1,Unit 18,29,2023-03-15,2,1,1
Mission 1,Unit 18,29,2023-04-15,1,0,1
Mission 1,Unit 18,29,2023-05-15,2,0,2
Mission 1,Unit 18,29,2023-06-15,0,0,0
Mission 1,Unit 18,29,2023-07-15,0,2,2
Mission 1,Unit 18,29,2023-08-15,0,2,2
Mission 1,Unit 18,29,2023-09-15,2,0,2
Mission 1,Unit 18,29,2023-10-15,0,1,1
Mission 1,Unit 18,29,2023-11-15,1,0,1
Mission 1,Unit 18,29,2023-12-15,0,1,1
Mission 1,Unit 18,29,2024-01-15,2,2,0
Mission 1,Unit 18,29,2024-02-15,0,0,0
Mission 1,Unit 19,29,2022-03-15,2,0,2
Mission 1,Unit 19,29,2022-04-15,2,1,1
Mission 1,Unit 19,29,2022-05-15,2,1,1
Mission 1,Unit 19,29,2022-06-15,2,0,2
Mission 1,Unit 19,29,2022-07-15,2,0,2
Mission 1,Unit 19,29,2022-08-15,0,2,2
Mission 1,Unit 19,29,2022-09-15,0,2,2
Mission 1,Unit 19,29,2022-10-15,1,0,1
Mission 1,Unit 19,29,2022-11-15,0,2,2
Mission 1,Unit 19,29,2022-12-15,0,1,1
Mission 1,Unit 19,29,2023-01-15,1,0,1
Mission 1,Unit 19,29,2023-02-15,2,0,2
Mission 1,Unit 19,29,2023-03-15,2,1,1
Mission 1,Unit 19,29,2023-04-15,2,0,2
Mission 1,Unit 19,29,2023-05-15,2,0,2
Mission 1,Unit 19,29,2023-06-15,0,1,1
Mission 1,Unit 19,29,2023-07-15,1,0,1
Mission 1,Unit 19,29,2023-08-15,1,0,1
Mission 1,Unit 19,29,2023-09-15,1,0,1
Mission 1,Unit 19,29,2023-10-15,1,1,0
Mission 1,Unit 19,29,2023-11-15,1,1,0
Mission 1,Unit 19,29,2023-12-15,1,0,1
Mission 1,Unit 19,29,2024-01-15,2,2,0
Mission 1,Unit 19,29,2024-02-15,2,2,0
Mission 1,Unit 20,29,2022-03-15,2,1,1
Mission 1,Unit 20,29,2022-04-15,1,0,1
Mission 1,Unit 20,29,2022-05-15,0,1,1
Mission 1,Unit 20,29,2022-06-15,1,0,1
Mission 1,Unit 20,29,2022-07-15,2,1,1
Mission 1,Unit 20,29,2022-08-15,1,0,1
Mission 1,Unit 20,29,2022-09-15,0,1,1
Mission 1,Unit 20,29,2022-10-15,1,0,1
Mission 1,Unit 20,29,2022-11-15,1,0,1
