Field Comm	Delta	Reporting Unit	Location	Capability	Component	Squadron Type	Mission	Task Number	Task Title	Task Full Name	MET Display Title	MET Analytics Series	MET Analytics Code	MET Analytics Name	MET Analytics Sort	MET Measure Full Name	Measure	Criteria Met	REMARK
Field Comm 1	LD	0030 OPERATIONS SUPPORT SQ 0000	Vandenberg Space Force Base	XFPSA	Active	Force Generation	Core	AFOP 1.1.1.4	Provide Airfield Operations	AFOP 1.1.1.4 - Provide Airfield Operations	Provide Airfield Operations	X	X393	Other functional based standards	13	X393 - Provide safe, orderly and expeditious air traffic control services to all aircraft arriving, departing and over-flying. (RE: AFI 13-204, FAA JO 7110.65)	Provide safe, orderly and expeditious air traffic control services to all aircraft arriving, departing and over-flying. (RE: AFI 13-204, FAA JO 7110.65)	N	X393 - Sapien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 1	08	0002 SPACE OPNS SQ 0000	Vandenberg Space Force Base	5SGAA	Active	Force Generation	Core	SFTA 3.5.1.2.1	Perform Support to Space Operations	SFTA 3.5.1.2.1 - Perform Support to Space Operations	Perform Support to Space Operations	X	X394	Other functional based standards	13	X394 - Provide satellite engineering support	Provide satellite engineering support	Y	met, consectetuer adipiscing elit. Turpis enim viverra interdum ligula dignissim sollicitudin semper nunc. Sapien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 3	02	0019 SPACE DEFENSE SQ 0000	Vandenberg Space Force Base	5SBDA	Active	Force Generation	Core	SFTA 3.5.1.2.1	Perform Support to Space Operations	SFTA 3.5.1.2.1 - Perform Support to Space Operations	Perform Support to Space Operations	X	X394	Other functional based standards	13	X394 - Provide satellite engineering support	Provide satellite engineering support	N	X394 - dio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 1	02	0019 SPACE DEFENSE SQ 000A	Schriever Space Force Base	5SWAA	Active	Force Generation	Core	SFTA 3.5.1.2.1	Perform Support to Space Operations	SFTA 3.5.1.2.1 - Perform Support to Space Operations	Perform Support to Space Operations	X	X394	Other functional based standards	13	X394 - Provide satellite engineering support	Provide satellite engineering support	N	squ dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 1	LD	0045 SPACE LAUNCH DE 0000	Schriever Space Force Base	9ABBA	Reserve	Force Generation	Core	SFOP 3.5.1.1.1	Provide Space Launch Range Operations	SFOP 3.5.1.1.1 - Provide Space Launch Range Operations	Provide Space Launch Range Operations	X	X395	Other functional based standards	13	X395 - Provide space launch range operations	Provide space launch range operations	N	NULL
Field Comm 2	02	0015 SPACE SURVEILLANCE SQ 0000	Los Angeles Air Force Base	5SB0A	Active	Force Generation	Core	SFTA 3.5.2.6.3.1	Perform Characterization of Space-objects in support of Space-Segment Space Reconnaissance	SFTA 3.5.2.6.3.1 - Perform Characterization of Space-objects in support of Space-Segment Space Reconnaissance	Perform Characterization of Space-objects in support of Space-Segment Space Reconnaissance	X	X396	Other functional based standards	13	X396 - Provide space object identification (SOI) IAW tasking authority	Provide space object identification (SOI) IAW tasking authority	N	arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 3	02	0015 SPACE SURVEILLANCE SQ 0001	New Boston Space Force Station	5SB0A	Active	Force Generation	Core	SFTA 3.5.2.6.3.1	Perform Characterization of Space-objects in support of Space-Segment Space Reconnaissance	SFTA 3.5.2.6.3.1 - Perform Characterization of Space-objects in support of Space-Segment Space Reconnaissance	Perform Characterization of Space-objects in support of Space-Segment Space Reconnaissance	X	X396	Other functional based standards	13	X396 - Provide space object identification (SOI) IAW tasking authority	Provide space object identification (SOI) IAW tasking authority	Y	licitudin semper nunc. Sapien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 3	02	0020 SPACE SURVEILLANCE SQ 0000	Peterson Space Force Base	5SBRA	Active	Force Generation	Core	SFTA 3.5.2.6.3.1	Perform Characterization of Space-objects in support of Space-Segment Space Reconnaissance	SFTA 3.5.2.6.3.1 - Perform Characterization of Space-objects in support of Space-Segment Space Reconnaissance	Perform Characterization of Space-objects in support of Space-Segment Space Reconnaissance	X	X396	Other functional based standards	13	X396 - Provide space object identification (SOI) IAW tasking authority	Provide space object identification (SOI) IAW tasking authority	Y	X396 - orquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 3	04	0006 SPACE WARNING SQ 0000	Buckley Space Force Base	5SMGA	Reserve	Force Generation	Core	SFTA 3.5.2.6.2.1	Detect/Track/Identify Space-objects in support of Space-segment Space Domain Awareness	SFTA 3.5.2.6.2.1 - Detect/Track/Identify Space-objects in support of Space-segment Space Domain Awareness	Detect/Track/Identify Space-objects in support of Space-segment Space Domain Awareness	X	X396	Other functional based standards	13	X396 - Provide space object identification (SOI) IAW tasking authority	Provide space object identification (SOI) IAW tasking authority	Y	X396 - erdum ligula dignissim sollicitudin semper nunc. Sapien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 2	04	0007 SPACE WARNING SQ 0000	Peterson Space Force Base	5SMGA	Active	Force Generation	Core	SFTA 3.5.2.6.2.1	Detect/Track/Identify Space-objects in support of Space-segment Space Domain Awareness	SFTA 3.5.2.6.2.1 - Detect/Track/Identify Space-objects in support of Space-segment Space Domain Awareness	Detect/Track/Identify Space-objects in support of Space-segment Space Domain Awareness	X	X396	Other functional based standards	13	X396 - Provide space object identification (SOI) IAW tasking authority	Provide space object identification (SOI) IAW tasking authority	N	interdum ligula dignissim sollicitudin semper nunc. Sapien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 1	04	0010 SPACE WARNING SQ 0000	Peterson Space Force Base	5SMGA	Active	Force Generation	Core	SFTA 3.5.2.6.2.1	Detect/Track/Identify Space-objects in support of Space-segment Space Domain Awareness	SFTA 3.5.2.6.2.1 - Detect/Track/Identify Space-objects in support of Space-segment Space Domain Awareness	Detect/Track/Identify Space-objects in support of Space-segment Space Domain Awareness	X	X396	Other functional based standards	13	X396 - Provide space object identification (SOI) IAW tasking authority	Provide space object identification (SOI) IAW tasking authority	Y	a interdum ligula dignissim sollicitudin semper nunc. Sapien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 3	07	0073 INTL/SURVEIL/RECON SQ 0006	New Boston Space Force Station	PS3AA	Active	Force Generation	Core	AFST 2.2.6	Provide Actionable Signals Intelligence (SIGINT)	AFST 2.2.6 - Provide Actionable Signals Intelligence (SIGINT)	Provide Actionable SIGINT in CDO Environments	X	X397	Other functional based standards	13	X397 - Provide strategic theater indications and warning	Provide strategic theater indications and warning	Y	X397 - sectetuer adipiscing elit. Turpis enim viverra interdum ligula dignissim sollicitudin semper nunc. Sapien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 1	LD	0045 SPACE LAUNCH DE 0000	Vandenberg Space Force Base	9ABBA	Active	Force Generation	Core	SFOP 3.5.1.1.1	Provide Space Launch Range Operations	SFOP 3.5.1.1.1 - Provide Space Launch Range Operations	Provide Space Launch Range Operations	X	X398	Other functional based standards	13	X398 - Provide support to space launch range operations (i.e. cyber defense, communications, critical facility infrastructure, contracting, force support, logistics, security forces, medical services, financial management).	Provide support to space launch range operations (i.e. cyber defense, communications, critical facility infrastructure, contracting, force support, logistics, security forces, medical services, financial management).	Y	igula dignissim sollicitudin semper nunc. Sapien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 1	LD	0005 SPACE LAUNCH SQ 0000	New Boston Space Force Station	5SLBA	Active	Force Generation	Core	SFTA 3.5.1.1.2	Perform Mission Assurance and Space Launch Support	SFTA 3.5.1.1.2 - Perform Mission Assurance and Space Launch Support	Perform Mission Assurance and Space Launch Support	X	X399	Other functional based standards	13	X399 - Provide support to SSC as defined by Letter of Assignment?	Provide support to SSC as defined by Letter of Assignment?	Y	ctum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 1	LD	0001 RANGE OPERATIONS SQ 0000	Cheyenne Mountain Space Force Station	5SLCA	Active	Force Generation	Core	SFTA 3.5.1.1.1	Perform Space Launch Range Operations	SFTA 3.5.1.1.1 - Perform Space Launch Range Operations	Perform Space Launch Range Operations	X	X400	Other functional based standards	13	X400 - Provide the ability to plan, schedule and perform all operations on the range, enabling multiple operations to be synchronized and if necessary take place simultaneously (with the exception of launch) allowing for the most efficient use of resources.	Provide the ability to plan, schedule and perform all operations on the range, enabling multiple operations to be synchronized and if necessary take place simultaneously (with the exception of launch) allowing for the most efficient use of resources.	N	orem ipsum odor amet, consectetuer adipiscing elit. Turpis enim viverra interdum ligula dignissim sollicitudin semper nunc. Sapien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 3	LD	0002 RANGE OPERATIONS SQ 0000	Schriever Space Force Base	5SLCA	Active	Force Generation	Core	SFTA 3.5.1.1.1	Perform Space Launch Range Operations	SFTA 3.5.1.1.1 - Perform Space Launch Range Operations	Perform Space Launch Range Operations	X	X401	Other functional based standards	13	X401 - Provide the ability to plan, schedule, and perform all operations on the range, enabling multiple operations to be synchronized and if necessary take place simultaneously (with the exception of launch) allowing for the most efficient use of resources.	Provide the ability to plan, schedule, and perform all operations on the range, enabling multiple operations to be synchronized and if necessary take place simultaneously (with the exception of launch) allowing for the most efficient use of resources.	Y	im viverra interdum ligula dignissim sollicitudin semper nunc. Sapien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 1	08	0004 SPACE OPNS SQ 0000	Los Angeles Air Force Base	5SSMA	Active	Force Generation	Core	SFTA 5.1.2.1.6.1	Conduct Wideband Military Satellite Communications (MILSATCOM)	SFTA 5.1.2.1.6.1 - Conduct Wideband Military Satellite Communications (MILSATCOM)	Conduct Wideband Military Satellite Communications (MILSATCOM)	X	X402	Other functional based standards	13	X402 - Provide WGS satellites for Global X-Band/Ka Band coverage in support of USSPACECOM Priorities	Provide WGS satellites for Global X-Band/Ka Band coverage in support of USSPACECOM Priorities	Y	io arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 1	08	0010 SPACE OPNS SQ 0000	Schriever Space Force Base	5SSNA	Active	Force Generation	Core	SFTA 3.5.3.4.3	Perform TT&C of Narrowband Military Satellite Communications	SFTA 3.5.3.4.3 - Perform TT&C of Narrowband Military Satellite Communications	Perform TT&C of Narrowband Military Satellite Communications	X	X403	Other functional based standards	13	X403 - Provide worldwide UHF MILSATCOM coverage	Provide worldwide UHF MILSATCOM coverage	Y	X403 - dio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 3	02	0015 SPACE SURVEILLANCE SQ 0000	Cape Cod Space Force Station	5SB0A	Active	Force Generation	Core	SFTA 3.5.1.2.1	Perform Support to Space Operations	SFTA 3.5.1.2.1 - Perform Support to Space Operations	Perform Support to Space Operations	X	X404	Other functional based standards	13	X404 - Provides or receives adequate logistics in support of operations	Provides or receives adequate logistics in support of operations	N	sum odor amet, consectetuer adipiscing elit. Turpis enim viverra interdum ligula dignissim sollicitudin semper nunc. Sapien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 3	02	0015 SPACE SURVEILLANCE SQ 0001	Peterson Space Force Base	5SB0A	Guard	Force Generation	Core	SFTA 3.5.1.2.1	Perform Support to Space Operations	SFTA 3.5.1.2.1 - Perform Support to Space Operations	Perform Support to Space Operations	X	X404	Other functional based standards	13	X404 - Provides or receives adequate logistics in support of operations	Provides or receives adequate logistics in support of operations	Y	ociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 3	02	0015 SPACE SURVEILLANCE SQ 0002	Los Angeles Air Force Base	5SB0A	Active	Force Generation	Core	SFTA 3.5.1.2.1	Perform Support to Space Operations	SFTA 3.5.1.2.1 - Perform Support to Space Operations	Perform Support to Space Operations	X	X404	Other functional based standards	13	X404 - Provides or receives adequate logistics in support of operations	Provides or receives adequate logistics in support of operations	Y	X404 - ent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 2	02	0020 SPACE SURVEILLANCE SQ 0000	Peterson Space Force Base	5SBRA	Active	Force Generation	Core	SFTA 3.5.1.2.1	Perform Support to Space Operations	SFTA 3.5.1.2.1 - Perform Support to Space Operations	Perform Support to Space Operations	X	X404	Other functional based standards	13	X404 - Provides or receives adequate logistics in support of operations	Provides or receives adequate logistics in support of operations	Y	X404 - psum odor amet, consectetuer adipiscing elit. Turpis enim viverra interdum ligula dignissim sollicitudin semper nunc. Sapien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 3	05	0005 SPACE DE 0000	New Boston Space Force Station	7FVXA	Active	Force Generation	Core	AFTA 3.5.4.2.1	Plan, coordinate, allocate, task, optimize, integrate and execute operations in order to deliver space effects through the Combined Space Operations Center (CSpOC) in support of worldwide theater forces	AFTA 3.5.4.2.1 - Plan, coordinate, allocate, task, optimize, integrate and execute operations in order to deliver space effects through the Combined Space Operations Center (CSpOC) in support of worldwide theater forces	Plan, coordinate, allocate, task, optimize, integrate and execute operations in order to deliver space effects through the Combined Space Operations Center (CSpOC) in support of worldwide theater forces in CDO Environments	X	X404	Other functional based standards	13	X404 - Provides or receives adequate logistics in support of operations	Provides or receives adequate logistics in support of operations	N	X404 - a dignissim sollicitudin semper nunc. Sapien rhoncus torquent massa quis neque turpis augue. Odio arcu senectus curae dui sociosqu dictum laoreet. Magna molestie laoreet porta primis nostra porttitor. Nostra convallis nec rutrum mi accumsan. Fames aliquet tristique nibh eu quisque scelerisque. Ex nibh netus mauris metus metus vehicula. In urna tincidunt varius condimentum efficitur vivamus. Turpis maecenas viverra turpis mauris, sed mus fermentum. Aptent quisque parturient taciti mi fermentum. Cras purus sodales cubilia magnis nam cras. Ad lacinia mus posuere convallis libero congue porttitor. Luctus nibh fringilla sem diam nunc maximus sed. Eleifend nulla massa torquent laoreet; lacinia enim lobortis. Facilisi mattis odio non curae nulla. Ex ultricies ad cursus duis nulla lectus torquent.
Field Comm 1	05	0005 SPACE DE 0000	Cape Cod Space Force Station	7FVXA	Active	Force Generation	Core	AFTA 3.5.4.2.1	Plan, coordinate, allocate, task, optimize, integrate and execute operations in order to deliver space effects through the Combined Space Operations Center (CSpOC) in support of worldwide theater forces	AFTA 3.5.4.2.1 - Plan, coordinate, allocate, task, optimize, integrate and execute operations in order to deliver space effects through the Combined Space Operations Center (CSpOC) in support of worldwide theater forces	Plan, coordinate, allocate, task, optimize, integrate and execute operations in order to deliver space effects through the Combined Space Operations Center (CSpOC) in support of worldwide theater forces in CDO Environments	X	X405	Other functional based standards	13	X405 - Provides or receives adequate security and force protection in support of operations	Provides or receives adequate security and force protection in support of operations	Y	NULL
